,track,artist,genre,week,Ranking
12931,Whistle While You Twurk,Ying Yang Twins,Rap,41,
12932,"Live, Laugh, Love","Walker, Clay",Country,41,
12933,No Leaf Clover (Live),Metallica,Rock,41,
12934,Another Nine Minutes,Yankee Grey,Country,41,
12935,Tricky Tricky ,"Bega, Lou",Rock,41,
12936,It's So Hard,Big Punisher,Rap,41,
12937,When You Need My Love,"Worley, Darryl",Country,41,
12938,How Many Licks?,Lil' Kim,Rap,41,
12939,A Little Gasoline,"Clark, Terri",Country,41,
12940,A Country Boy Can Survive,"Brock, Chad",Country,41,
12941,My Love Goes On And On,"Cagle, Chris",Country,41,
12942,Put Your Hand In Mine,"Byrd, Tracy",Country,41,
12943,I Disappear,Metallica,Rock,41,
12944,Hey Papi,Jay-Z,Rap,41,
12945,The Rockafeller Skank,Fatboy Slim,Electronica,41,
12946,Mr. Too Damn Good,"Levert, Gerald",R&B,41,
12947,Stay Or Let It Go,"McKnight, Brian",Rock,41,
12948,Smoke Rings In The Dark,"Allan, Gary",Country,41,
12949,The Best Man I Can Be,Ginuwine,Rock,41,
12950,Monica,Before Dark,Rock,41,
12951,No Me Dejes De Querer,"Estefan, Gloria",Rock,41,
12952,Sour Girl,Stone Temple Pilots,Rock,41,
12953,Daddy Won't Sell The Farm,Montgomery Gentry,Country,41,
12954,You Won't Be Lonely Now,"Cyrus, Billy Ray",Country,41,
12955,Meanwhile Back At The Ranch,Clark Family Experience,Country,41,
12956,Summer Rain,"Thomas, Carl",Rock,41,
12957,Real Live Woman,"Yearwood, Trisha",Country,41,
12958,Shut Up,Trick Daddy,Rap,41,
12959,Straight Up,"Moore, Chante",Rock,41,
12960,What Means The World To You,Cam'ron,Rap,41,
12961,U Understand,Juvenile,Rap,41,
12962,Can't Stay,"Hollister, Dave",Rock,41,
12963,Can't Go For That,Tamia,Rock,41,
12964,West Side Story,LFO,Rock,41,
12965,Me Neither,"Paisley, Brad",Country,41,
12966,Take That,"Carter, Torrey",Rock,41,
12967,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2Ge+her,R&B,41,
12968,Don't Call Me Baby,Madison Avenue,Electronica,41,
12969,Got It All,Eve,Rap,41,
12970,Re-Arranged,Limp Bizkit,Rock,41,
12971,Still In My Heart,"Spencer, Tracie",Rock,41,
12972,3 Little Words,Nu Flavor,R&B,41,
12973,If You Don't Wanna Love Me,Tamar,Rock,41,
12974,Baby U Are,"Levert, Gerald",R&B,41,
12975,L.A. Song,"Hart, Beth",Country,41,
12976,The Quittin' Kind,"Diffie, Joe",Country,41,
12977,Do You,Funkmaster Flex,Rap,41,
12978,Love Sets You Free,"Price, Kelly",Rock,41,
12979,Riddle,En Vogue,Rock,41,
12980,No Mercy,"Herndon, Ty",Country,41,
12981,I'm Outta Love,Anastacia,Pop,41,
12982,Pull Over,Trina,Rap,41,
12983,Ta Da,Lil' Mo,Rap,41,
12984,Dancing Queen,A*Teens,Pop,41,
12985,Where I Wanna Be,"Sheist, Shade",Rap,41,
12986,All Good?,De La Soul,Rap,41,
12987,Get Up,"Larrieux, Amel",R&B,41,
12988,Spanish Guitar,"Braxton, Toni",Rock,41,
12989,I Know,Tuesday,Rock,41,
12990,Imagine That,LL Cool J,Rap,41,
12991,Souljas,Master P,Rap,41,
12992,Cherchez LaGhost,Ghostface Killah,R&B,41,
12993,Freakin' It,"Smith, Will",Rap,41,
12994,Kernkraft 400,Zombie Nation,Rock,41,
12995,Got Beef,"Eastsidaz, The",Rap,41,
12996,Toca's Miracle,Fragma,R&B,41,
12997,Independent Women Part I,Destiny's Child,Rock,42,
12998,"Maria, Maria",Santana,Rock,42,
12999,I Knew I Loved You,Savage Garden,Rock,42,
13000,Music,Madonna,Rock,42,
13001,Come On Over Baby (All I Want Is You),"Aguilera, Christina",Rock,42,
13002,Doesn't Really Matter,Janet,Rock,42,
13003,Say My Name,Destiny's Child,Rock,42,
13004,Be With You,"Iglesias, Enrique",Latin,42,
13005,Incomplete,Sisqo,Rock,42,
13006,Amazed,Lonestar,Country,42,2.0
13007,It's Gonna Be Me,N'Sync,Rock,42,
13008,What A Girl Wants,"Aguilera, Christina",Rock,42,
13009,Everything You Want,Vertical Horizon,Rock,42,
13010,With Arms Wide Open,Creed,Rock,42,17.0
13011,Try Again,Aaliyah,Rock,42,
13012,Bent,matchbox twenty,Rock,42,
13013,Thank God I Found You,"Carey, Mariah",Rock,42,
13014,Breathe,"Hill, Faith",Rap,42,22.0
13015,Case Of The Ex (Whatcha Gonna Do),Mya,Rock,42,
13016,He Loves U Not,Dream,Rock,42,
13017,He Wasn't Man Enough,"Braxton, Toni",Rock,42,
13018,You Sang To Me,"Anthony, Marc",Latin,42,
13019,Give Me Just One Night (Una Noche),98¡,Rock,42,
13020,Jumpin' Jumpin',Destiny's Child,Rock,42,
13021,Kryptonite,3 Doors Down,Rock,42,13.0
13022,Thong Song,Sisqo,Rock,42,
13023,I Turn To You,"Aguilera, Christina",Rock,42,
13024,My Love Is Your Love,"Houston, Whitney",Rock,42,
13025,I Wanna Know,Joe,Rock,42,20.0
13026,Get It On.. Tonite,"Jordan, Montell",Rap,42,
13027,Bye Bye Bye,N'Sync,Rock,42,
13028,The Real Slim Shady,Eminem,Rap,42,
13029,Most Girls,Pink,Rock,42,
13030,Gotta Tell You,"Mumba, Samantha",Rock,42,
13031,Bring It All To Me,Blaque,Pop,42,
13032,Hot Boyz,"Elliott, Missy ""Misdemeanor""",Rap,42,
13033,I Try,"Gray, Macy",Rock,42,
13034,This I Promise You,N'Sync,Rock,42,
13035,No More,Ruff Endz,Rock,42,
13036,Show Me The Meaning Of Being Lonely,"Backstreet Boys, The",Rock,42,
13037,Absolutely (Story Of A Girl),Nine Days,Rock,42,
13038,That's The Way It Is,"Dion, Celine",Rock,42,
13039,All The Small Things,Blink-182,Rock,42,
13040,Blue (Da Ba Dee),Eiffel 65,Electronica,42,
13041,Bag Lady,"Badu, Erkyah",Rock,42,
13042,There U Go,Pink,Rock,42,
13043,Higher,Creed,Rock,42,11.0
13044,(Hot S**t) Country Grammar,Nelly,Rap,42,
13045,Wifey,Next,Rock,42,
13046,Auld Lang Syne (The Millenium Mix),Kenny G,Jazz,42,
13047,It Feels So Good,Sonique,Rock,42,
13048,Oops!.. I Did It Again,"Spears, Britney",Rock,42,
13049,Shape Of My Heart,"Backstreet Boys, The",Rock,42,
13050,Wonderful,Everclear,Rock,42,
13051,Between Me And You,Ja Rule,Rap,42,
13052,I Need You,"Rimes, LeAnn",Country,42,
13053,Then The Morning Comes,Smash Mouth,Rock,42,
13054,I Just Wanna Love U (Give It 2 Me),Jay-Z,Rap,42,
13055,Let's Get Married,Jagged Edge,Rock,42,
13056,Take A Picture,Filter,Rock,42,
13057,She Bangs,"Martin, Ricky",Latin,42,
13058,Shake Ya Ass,Mystikal,Rap,42,
13059,Back Here,BBMak,Rock,42,
13060,From The Bottom Of My Broken Heart,"Spears, Britney",Rock,42,
13061,Never Let You Go,Third Eye Blind,Rock,42,
13062,Otherside,Red Hot Chili Peppers,Rock,42,
13063,Liar,Profyle,R&B,42,
13064,Pinch Me,Barenaked Ladies,Rock,42,
13065,He Can't Love U,Jagged Edge,Rock,42,
13066,Wobble Wobble,504 Boyz,Rap,42,
13067,Desert Rose,Sting,Rock,42,
13068,Big Pimpin',Jay-Z,Rap,42,
13069,Only God Knows Why,Kid Rock,Rock,42,
13070,Learn To Fly,Foo Fighters,Rock,42,
13071,Goodbye Earl,"Dixie Chicks, The",Country,42,
13072,Dancin',Guy,R&B,42,
13073,Bounce With Me,Lil Bow Wow,Rap,42,
13074,Swear It Again,Westlife,Rock,42,
13075,Meet Virginia,Train,Rock,42,
13076,I Wish,"Thomas, Carl",Rock,42,
13077,This Time Around,Hanson,Country,42,
13078,I Think I'm In Love With You,"Simpson, Jessica",Pop,42,
13079,What's Your Fantasy,Ludacris,Rap,42,
13080,Callin' Me,Lil' Zane,Rap,42,
13081,Don't Say You Love Me,M2M,Pop,42,
13082,Faded,SoulDecision,Rock,42,
13083,Yes!,"Brock, Chad",Country,42,
13084,Shake Your Bon-Bon,"Martin, Ricky",Latin,42,
13085,You're A God,Vertical Horizon,Rock,42,
13086,Separated,Avant,Rock,42,
13087,Big Deal,"Rimes, LeAnn",Country,42,
13088,Stay The Night,IMx,Rap,42,
13089,The Next Episode,Dr. Dre,Rap,42,
13090,Lucky,"Spears, Britney",Rock,42,
13091,Crash And Burn,Savage Garden,Rock,42,
13092,Don't Think I'm Not,Kandi,Rock,42,
13093,I Like It,Sammie,Rock,42,
13094,Broadway,Goo Goo Dolls,Rock,42,
13095,I Wanna Be With You,"Moore, Mandy",Pop,42,
13096,Forgot About Dre,Dr. Dre,Rap,42,
13097,Untitled (How Does It Feel),D'Angelo,R&B,42,
13098,That's The Way,"Messina, Jo Dee",Country,42,
13099,My First Love,Avant,Rock,42,
13100,A Puro Dolor (Purest Of Pain),Son By Four,Latin,42,
13101,What'Chu Like,Da Brat,Rap,42,
13102,Party Up (Up In Here),DMX,Rap,42,
13103,Cowboy Take Me Away,"Dixie Chicks, The",Country,42,
13104,My Next Thirty Years,"McGraw, Tim",Country,42,
13105,Best Of Intentions,"Tritt, Travis",Country,42,
13106,Better Off Alone,Alice Deejay,Electronica,42,
13107,Another Dumb Blonde,Hoku,Pop,42,
13108,I Learned From The Best,"Houston, Whitney",Rock,42,
13109,Hanginaround,Counting Crows,Rock,42,
13110,Shackles (Praise You),Mary Mary,Rock,42,
13111,Crybaby,"Carey, Mariah",Rock,42,
13112,My Best Friend,"McGraw, Tim",Country,42,
13113,Falls Apart,Sugar Ray,Rock,42,
13114,American Pie,Madonna,Rock,42,
13115,Where I Wanna Be,"Jones, Donell",Rock,42,
13116,We Danced,"Paisley, Brad",Country,42,
13117,What About Now,Lonestar,Country,42,
13118,The One,"Backstreet Boys, The",Rock,42,
13119,How Do You Like Me Now?!,"Keith, Toby",Country,42,
13120,The Best Day,"Strait, George",Country,42,
13121,Without You,"Dixie Chicks, The",Country,42,
13122,Just Friends (Sunny),Musiq,Rap,42,
13123,What Do You Say,"McEntire, Reba",Country,42,
13124,Just Be A Man About It,"Braxton, Toni",Rock,42,
13125,Rhythm Divine,"Iglesias, Enrique",Latin,42,
13126,I Will Love Again,"Fabian, Lara",Pop,42,
13127,It's My Life,Bon Jovi,Rock,42,
13128,Born To Fly,"Evans, Sara",Country,42,
13129,I Lost It,"Chesney, Kenny",Country,42,
13130,One Night Stand,J-Shin,R&B,42,
13131,Love Is Blind,Eve,Rap,42,
13132,I Don't Wanna,Aaliyah,Rock,42,
13133,The Little Girl,"Montgomery, John Michael",Country,42,
13134,Aaron's Party (Come Get It),"Carter, Aaron",R&B,42,
13135,Just Another Day In Paradise,"Vassar, Phil",Country,42,
13136,You Can Do It,Ice Cube,Rap,42,
13137,Back At One,"Wills, Mark",Country,42,
13138,Dance Tonight,Lucy Pearl,R&B,42,
13139,It Must Be Love,"Jackson, Alan",Country,42,
13140,She's More,"Griggs, Andy",Country,42,
13141,Simple Kind Of Life,No Doubt,Rock,42,
13142,911,"Jean, Wyclef",Rap,42,
13143,Prayin' For Daylight,Rascal Flatts,Country,42,
13144,Graduation (Friends Forever),Vitamin C,Rock,42,
13145,One Voice,"Gilman, Billy",Country,42,
13146,Smile,Lonestar,Country,42,
13147,Buy Me A Rose,"Rogers, Kenny",Country,42,
13148,Lessons Learned,"Lawrence, Tracy",Country,42,
13149,Go On,"Strait, George",Country,42,
13150,Got To Get It,Sisqo,Rock,42,
13151,Who Let The Dogs Out,Baha Men,R&B,42,
13152,The Chain Of Love,"Walker, Clay",Country,42,
13153,Love's The Only House,"McBride, Martina",Country,42,
13154,Sexual (Li Da Di),Amber,Rock,42,
13155,Kiss This,"Tippin, Aaron",Country,42,
13156,I Will.. But,SheDaisy,Country,42,
13157,Couldn't Last A Moment,"Raye, Collin",Country,42,
13158,Whoa!,Black Rob,Rap,42,
13159,Pop A Top,"Jackson, Alan",Country,42,
13160,Been There,"Black, Clint",Country,42,
13161,The Light,Common,Rap,42,
13162,Carlene,"Vassar, Phil",Country,42,
13163,www.memory,"Jackson, Alan",Country,42,
13164,The Itch,Vitamin C,Rock,42,
13165,G'D Up,"Eastsidaz, The",Rap,42,
13166,Whatever,Ideal,R&B,42,
13167,Emotional,"Thomas, Carl",Rock,42,
13168,None Of Ur Friends Business,Ginuwine,Rock,42,
13169,Unconditional,"Davidson, Clay",Country,42,
13170,What You Want,DMX,Rap,42,
13171,Someday Out Of The Blue,"John, Elton",Rock,42,
13172,Nothing As It Seems,Pearl Jam,Rock,42,
13173,The Best Of Me,Mya,Rock,42,
13174,Flowers On The Wall,"Heatherly, Eric",Country,42,
13175,Stan,Eminem,Rap,42,
13176,I'll Be,"McEntire, Reba",Country,42,
13177,Feelin' Good,"Lopez, Jennifer",Latin,42,
13178,Your Everything,"Urban, Keith",Country,42,
13179,Dear Lie,TLC,Rock,42,
13180,Feels Like Love,"Gill, Vince",Country,42,
13181,Could I Have This Kiss Forever,"Houston, Whitney",Rock,42,
13182,The Bad Touch,Bloodhound Gang,R&B,42,
13183,Angels,"Williams, Robbie",Rock,42,
13184,Because You Love Me,"Messina, Jo Dee",Country,42,
13185,Country Comes To Town,"Keith, Toby",Country,42,
13186,Girls Dem Sugar,Beenie Man,Reggae,42,
13187,Let's Make Love,"Hill, Faith",Rap,42,
13188,Caught Out There,Kelis,R&B,42,
13189,Anything,Jay-Z,Rap,42,
13190,Loser,3 Doors Down,Rock,42,
13191,You'll Always Be Loved By Me,Brooks & Dunn,Country,42,
13192,What I Need To Do,"Chesney, Kenny",Country,42,
13193,No More Rain (In This Cloud),"Stone, Angie",R&B,42,
13194,That's What I'm Looking For,Da Brat,Rap,42,
13195,This Woman Needs,SheDaisy,Country,42,
13196,Last Resort,Papa Roach,Rock,42,
13197,Open My Heart,"Adams, Yolanda",Gospel,42,
13198,Bad Boyz,Shyne,Rap,42,
13199,The Great Beyond,R.E.M.,Rock,42,
13200,It's Always Somethin',"Diffie, Joe",Country,42,
13201,Some Things Never Change,"McGraw, Tim",Country,42,
13202,Taking You Home,"Henley, Don",Rock,42,
13203,The Way I Am,Eminem,Rap,42,
13204,You Owe Me,Nas,R&B,42,
13205,Change Your Mind,Sister Hazel,Rock,42,
13206,Best Friend,Puff Daddy,Rap,42,
13207,There You Are,"McBride, Martina",Country,42,
13208,Pop Ya Collar,Usher,Rock,42,
13209,No Matter What They Say,Lil' Kim,Rap,42,
13210,I Don't Wanna Kiss You Goodnight,LFO,Rock,42,
13211,Deck The Halls,SheDaisy,Country,42,
13212,I Think God Can Explain,Splender,R&B,42,
13213,Where You Are,"Simpson, Jessica",Rock,42,
13214,Mirror Mirror,M2M,Pop,42,
13215,U Don't Love Me,Kumbia Kings,R&B,42,
13216,Treat Her Like A Lady,Joe,Rock,42,
13217,Deep Inside,"Blige, Mary J.",Rock,42,
13218,You Should've Told Me,"Price, Kelly",Rock,42,
13219,That Other Woman,Changing Faces,Rock,42,
13220,It Was,"Wright, Chely",R&B,42,
13221,Rollin',Limp Bizkit,Rock,42,
13222,I Need A Hot Girl,Hot Boys,Rap,42,
13223,Do It Again (Put Ya Hands Up),Jay-Z,Rap,42,
13224,More,"Adkins, Trace",Country,42,
13225,Cold Day In July,"Dixie Chicks, The",Country,42,
13226,As We Lay,"Price, Kelly",Rock,42,
13227,What's My Name,DMX,Rap,42,
13228,Private Emotion,"Martin, Ricky",Latin,42,
13229,If I Am,Nine Days,Rock,42,
13230,Give Me You,"Blige, Mary J.",Rock,42,
13231,Californication,Red Hot Chili Peppers,Rock,42,
13232,Deep Inside Of You,Third Eye Blind,Rock,42,
13233,Do What You Gotta Do,"Brooks, Garth",Country,42,
13234,Original Prankster,"Offspring, The",Rock,42,
13235,My Baby You,"Anthony, Marc",Latin,42,
13236,"Same Script, Different Cast","Houston, Whitney",Rock,42,
13237,Left & Right,D'Angelo,R&B,42,
13238,I Belong To You,"Kravitz, Lenny",Rock,42,
13239,That's The Kind Of Mood I'm In,"Loveless, Patty",Country,42,
13240,Breathe And Stop,Q-Tip,Rock,42,
13241,Can't Fight The Moonlight,"Rimes, LeAnn",Country,42,
13242,Tha Block Is Hot,Lil Wayne,Rap,42,
13243,Baby Don't Cry (Keep Ya Head Up II),2 Pac,Rap,42,
13244,Sleepwalker,"Wallflowers, The",Rock,42,
13245,"Left, Right, Left",Drama,Rap,42,
13246,N 2 Gether Now,Limp Bizkit,Rock,42,
13247,"Ryde or Die, Chick",Lox,Rap,42,
13248,Whistle While You Twurk,Ying Yang Twins,Rap,42,
13249,"Live, Laugh, Love","Walker, Clay",Country,42,
13250,No Leaf Clover (Live),Metallica,Rock,42,
13251,Another Nine Minutes,Yankee Grey,Country,42,
13252,Tricky Tricky ,"Bega, Lou",Rock,42,
13253,It's So Hard,Big Punisher,Rap,42,
13254,When You Need My Love,"Worley, Darryl",Country,42,
13255,How Many Licks?,Lil' Kim,Rap,42,
13256,A Little Gasoline,"Clark, Terri",Country,42,
13257,A Country Boy Can Survive,"Brock, Chad",Country,42,
13258,My Love Goes On And On,"Cagle, Chris",Country,42,
13259,Put Your Hand In Mine,"Byrd, Tracy",Country,42,
13260,I Disappear,Metallica,Rock,42,
13261,Hey Papi,Jay-Z,Rap,42,
13262,The Rockafeller Skank,Fatboy Slim,Electronica,42,
13263,Mr. Too Damn Good,"Levert, Gerald",R&B,42,
13264,Stay Or Let It Go,"McKnight, Brian",Rock,42,
13265,Smoke Rings In The Dark,"Allan, Gary",Country,42,
13266,The Best Man I Can Be,Ginuwine,Rock,42,
13267,Monica,Before Dark,Rock,42,
13268,No Me Dejes De Querer,"Estefan, Gloria",Rock,42,
13269,Sour Girl,Stone Temple Pilots,Rock,42,
13270,Daddy Won't Sell The Farm,Montgomery Gentry,Country,42,
13271,You Won't Be Lonely Now,"Cyrus, Billy Ray",Country,42,
13272,Meanwhile Back At The Ranch,Clark Family Experience,Country,42,
13273,Summer Rain,"Thomas, Carl",Rock,42,
13274,Real Live Woman,"Yearwood, Trisha",Country,42,
13275,Shut Up,Trick Daddy,Rap,42,
13276,Straight Up,"Moore, Chante",Rock,42,
13277,What Means The World To You,Cam'ron,Rap,42,
13278,U Understand,Juvenile,Rap,42,
13279,Can't Stay,"Hollister, Dave",Rock,42,
13280,Can't Go For That,Tamia,Rock,42,
13281,West Side Story,LFO,Rock,42,
13282,Me Neither,"Paisley, Brad",Country,42,
13283,Take That,"Carter, Torrey",Rock,42,
13284,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2Ge+her,R&B,42,
13285,Don't Call Me Baby,Madison Avenue,Electronica,42,
13286,Got It All,Eve,Rap,42,
13287,Re-Arranged,Limp Bizkit,Rock,42,
13288,Still In My Heart,"Spencer, Tracie",Rock,42,
13289,3 Little Words,Nu Flavor,R&B,42,
13290,If You Don't Wanna Love Me,Tamar,Rock,42,
13291,Baby U Are,"Levert, Gerald",R&B,42,
13292,L.A. Song,"Hart, Beth",Country,42,
13293,The Quittin' Kind,"Diffie, Joe",Country,42,
13294,Do You,Funkmaster Flex,Rap,42,
13295,Love Sets You Free,"Price, Kelly",Rock,42,
13296,Riddle,En Vogue,Rock,42,
13297,No Mercy,"Herndon, Ty",Country,42,
13298,I'm Outta Love,Anastacia,Pop,42,
13299,Pull Over,Trina,Rap,42,
13300,Ta Da,Lil' Mo,Rap,42,
13301,Dancing Queen,A*Teens,Pop,42,
13302,Where I Wanna Be,"Sheist, Shade",Rap,42,
13303,All Good?,De La Soul,Rap,42,
13304,Get Up,"Larrieux, Amel",R&B,42,
13305,Spanish Guitar,"Braxton, Toni",Rock,42,
13306,I Know,Tuesday,Rock,42,
13307,Imagine That,LL Cool J,Rap,42,
13308,Souljas,Master P,Rap,42,
13309,Cherchez LaGhost,Ghostface Killah,R&B,42,
13310,Freakin' It,"Smith, Will",Rap,42,
13311,Kernkraft 400,Zombie Nation,Rock,42,
13312,Got Beef,"Eastsidaz, The",Rap,42,
13313,Toca's Miracle,Fragma,R&B,42,
13314,Independent Women Part I,Destiny's Child,Rock,43,
13315,"Maria, Maria",Santana,Rock,43,
13316,I Knew I Loved You,Savage Garden,Rock,43,
13317,Music,Madonna,Rock,43,
13318,Come On Over Baby (All I Want Is You),"Aguilera, Christina",Rock,43,
13319,Doesn't Really Matter,Janet,Rock,43,
13320,Say My Name,Destiny's Child,Rock,43,
13321,Be With You,"Iglesias, Enrique",Latin,43,
13322,Incomplete,Sisqo,Rock,43,
13323,Amazed,Lonestar,Country,43,3.0
13324,It's Gonna Be Me,N'Sync,Rock,43,
13325,What A Girl Wants,"Aguilera, Christina",Rock,43,
13326,Everything You Want,Vertical Horizon,Rock,43,
13327,With Arms Wide Open,Creed,Rock,43,22.0
13328,Try Again,Aaliyah,Rock,43,
13329,Bent,matchbox twenty,Rock,43,
13330,Thank God I Found You,"Carey, Mariah",Rock,43,
13331,Breathe,"Hill, Faith",Rap,43,24.0
13332,Case Of The Ex (Whatcha Gonna Do),Mya,Rock,43,
13333,He Loves U Not,Dream,Rock,43,
13334,He Wasn't Man Enough,"Braxton, Toni",Rock,43,
13335,You Sang To Me,"Anthony, Marc",Latin,43,
13336,Give Me Just One Night (Una Noche),98¡,Rock,43,
13337,Jumpin' Jumpin',Destiny's Child,Rock,43,
13338,Kryptonite,3 Doors Down,Rock,43,14.0
13339,Thong Song,Sisqo,Rock,43,
13340,I Turn To You,"Aguilera, Christina",Rock,43,
13341,My Love Is Your Love,"Houston, Whitney",Rock,43,
13342,I Wanna Know,Joe,Rock,43,32.0
13343,Get It On.. Tonite,"Jordan, Montell",Rap,43,
13344,Bye Bye Bye,N'Sync,Rock,43,
13345,The Real Slim Shady,Eminem,Rap,43,
13346,Most Girls,Pink,Rock,43,
13347,Gotta Tell You,"Mumba, Samantha",Rock,43,
13348,Bring It All To Me,Blaque,Pop,43,
13349,Hot Boyz,"Elliott, Missy ""Misdemeanor""",Rap,43,
13350,I Try,"Gray, Macy",Rock,43,
13351,This I Promise You,N'Sync,Rock,43,
13352,No More,Ruff Endz,Rock,43,
13353,Show Me The Meaning Of Being Lonely,"Backstreet Boys, The",Rock,43,
13354,Absolutely (Story Of A Girl),Nine Days,Rock,43,
13355,That's The Way It Is,"Dion, Celine",Rock,43,
13356,All The Small Things,Blink-182,Rock,43,
13357,Blue (Da Ba Dee),Eiffel 65,Electronica,43,
13358,Bag Lady,"Badu, Erkyah",Rock,43,
13359,There U Go,Pink,Rock,43,
13360,Higher,Creed,Rock,43,11.0
13361,(Hot S**t) Country Grammar,Nelly,Rap,43,
13362,Wifey,Next,Rock,43,
13363,Auld Lang Syne (The Millenium Mix),Kenny G,Jazz,43,
13364,It Feels So Good,Sonique,Rock,43,
13365,Oops!.. I Did It Again,"Spears, Britney",Rock,43,
13366,Shape Of My Heart,"Backstreet Boys, The",Rock,43,
13367,Wonderful,Everclear,Rock,43,
13368,Between Me And You,Ja Rule,Rap,43,
13369,I Need You,"Rimes, LeAnn",Country,43,
13370,Then The Morning Comes,Smash Mouth,Rock,43,
13371,I Just Wanna Love U (Give It 2 Me),Jay-Z,Rap,43,
13372,Let's Get Married,Jagged Edge,Rock,43,
13373,Take A Picture,Filter,Rock,43,
13374,She Bangs,"Martin, Ricky",Latin,43,
13375,Shake Ya Ass,Mystikal,Rap,43,
13376,Back Here,BBMak,Rock,43,
13377,From The Bottom Of My Broken Heart,"Spears, Britney",Rock,43,
13378,Never Let You Go,Third Eye Blind,Rock,43,
13379,Otherside,Red Hot Chili Peppers,Rock,43,
13380,Liar,Profyle,R&B,43,
13381,Pinch Me,Barenaked Ladies,Rock,43,
13382,He Can't Love U,Jagged Edge,Rock,43,
13383,Wobble Wobble,504 Boyz,Rap,43,
13384,Desert Rose,Sting,Rock,43,
13385,Big Pimpin',Jay-Z,Rap,43,
13386,Only God Knows Why,Kid Rock,Rock,43,
13387,Learn To Fly,Foo Fighters,Rock,43,
13388,Goodbye Earl,"Dixie Chicks, The",Country,43,
13389,Dancin',Guy,R&B,43,
13390,Bounce With Me,Lil Bow Wow,Rap,43,
13391,Swear It Again,Westlife,Rock,43,
13392,Meet Virginia,Train,Rock,43,
13393,I Wish,"Thomas, Carl",Rock,43,
13394,This Time Around,Hanson,Country,43,
13395,I Think I'm In Love With You,"Simpson, Jessica",Pop,43,
13396,What's Your Fantasy,Ludacris,Rap,43,
13397,Callin' Me,Lil' Zane,Rap,43,
13398,Don't Say You Love Me,M2M,Pop,43,
13399,Faded,SoulDecision,Rock,43,
13400,Yes!,"Brock, Chad",Country,43,
13401,Shake Your Bon-Bon,"Martin, Ricky",Latin,43,
13402,You're A God,Vertical Horizon,Rock,43,
13403,Separated,Avant,Rock,43,
13404,Big Deal,"Rimes, LeAnn",Country,43,
13405,Stay The Night,IMx,Rap,43,
13406,The Next Episode,Dr. Dre,Rap,43,
13407,Lucky,"Spears, Britney",Rock,43,
13408,Crash And Burn,Savage Garden,Rock,43,
13409,Don't Think I'm Not,Kandi,Rock,43,
13410,I Like It,Sammie,Rock,43,
13411,Broadway,Goo Goo Dolls,Rock,43,
13412,I Wanna Be With You,"Moore, Mandy",Pop,43,
13413,Forgot About Dre,Dr. Dre,Rap,43,
13414,Untitled (How Does It Feel),D'Angelo,R&B,43,
13415,That's The Way,"Messina, Jo Dee",Country,43,
13416,My First Love,Avant,Rock,43,
13417,A Puro Dolor (Purest Of Pain),Son By Four,Latin,43,
13418,What'Chu Like,Da Brat,Rap,43,
13419,Party Up (Up In Here),DMX,Rap,43,
13420,Cowboy Take Me Away,"Dixie Chicks, The",Country,43,
13421,My Next Thirty Years,"McGraw, Tim",Country,43,
13422,Best Of Intentions,"Tritt, Travis",Country,43,
13423,Better Off Alone,Alice Deejay,Electronica,43,
13424,Another Dumb Blonde,Hoku,Pop,43,
13425,I Learned From The Best,"Houston, Whitney",Rock,43,
13426,Hanginaround,Counting Crows,Rock,43,
13427,Shackles (Praise You),Mary Mary,Rock,43,
13428,Crybaby,"Carey, Mariah",Rock,43,
13429,My Best Friend,"McGraw, Tim",Country,43,
13430,Falls Apart,Sugar Ray,Rock,43,
13431,American Pie,Madonna,Rock,43,
13432,Where I Wanna Be,"Jones, Donell",Rock,43,
13433,We Danced,"Paisley, Brad",Country,43,
13434,What About Now,Lonestar,Country,43,
13435,The One,"Backstreet Boys, The",Rock,43,
13436,How Do You Like Me Now?!,"Keith, Toby",Country,43,
13437,The Best Day,"Strait, George",Country,43,
13438,Without You,"Dixie Chicks, The",Country,43,
13439,Just Friends (Sunny),Musiq,Rap,43,
13440,What Do You Say,"McEntire, Reba",Country,43,
13441,Just Be A Man About It,"Braxton, Toni",Rock,43,
13442,Rhythm Divine,"Iglesias, Enrique",Latin,43,
13443,I Will Love Again,"Fabian, Lara",Pop,43,
13444,It's My Life,Bon Jovi,Rock,43,
13445,Born To Fly,"Evans, Sara",Country,43,
13446,I Lost It,"Chesney, Kenny",Country,43,
13447,One Night Stand,J-Shin,R&B,43,
13448,Love Is Blind,Eve,Rap,43,
13449,I Don't Wanna,Aaliyah,Rock,43,
13450,The Little Girl,"Montgomery, John Michael",Country,43,
13451,Aaron's Party (Come Get It),"Carter, Aaron",R&B,43,
13452,Just Another Day In Paradise,"Vassar, Phil",Country,43,
13453,You Can Do It,Ice Cube,Rap,43,
13454,Back At One,"Wills, Mark",Country,43,
13455,Dance Tonight,Lucy Pearl,R&B,43,
13456,It Must Be Love,"Jackson, Alan",Country,43,
13457,She's More,"Griggs, Andy",Country,43,
13458,Simple Kind Of Life,No Doubt,Rock,43,
13459,911,"Jean, Wyclef",Rap,43,
13460,Prayin' For Daylight,Rascal Flatts,Country,43,
13461,Graduation (Friends Forever),Vitamin C,Rock,43,
